0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Shamrao Vithal Co-op Bank, Term Loan, Outstanding Amount
1,95,75,665  1 Crore+

HDFC Bank Ltd-Outstanding Amount, Car Loan
1,92,529.22  1 Lacs+","Shamrao Vithal Co-op Bank, Term Loan, Outstanding Amount
98,27,463  98 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,95,95,657.22
2 Crore+"
Loans due to Individual / Entity,"Unsecured Loan - Amirali G Patel
9,07,500  9 Lacs+

Unsecured Loan - Asif Sultanali Merchant
31,50,000  31 Lacs+

Unsecured Loan - Daulat A Patel
14,25,000  14 Lacs+

Unsecured Loan - Pioneer India Developers Ltd
75,00,000  75 Lacs+

Unsecured Loan - Yasmin A Patel
32,49,855.70  32 Lacs+

Unsecured Loan - Kais Patel
23,00,000  23 Lacs+

Unsecured Loan - Seemen Patel
32,74,677.70  32 Lacs+","Unsecured Loan - Amirali G Patel
12,84,240  12 Lacs+

Unsecured Loan - Saleh N. Mithiborwala
1,73,488  1 Lacs+

Unsecured Loan - Habib G Merchant
5,00,000  5 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,37,64,761.40
2 Crore+",
Any other Liability,"Finesse International Design Pvt Ltd
15,00,000  15 Lacs+

Infinity Retail Ltd
7,97,752  7 Lacs+

D D Corporation
1,75,000  1 Lacs+

Grace Property (India) Pvt Ltd
1,90,00,000  1 Crore+

Mission Vission Broking (I) Pvt Ltd
12,75,000  12 Lacs+

Sky High Realtors & Developers
5,00,000  5 Lacs+

Alam A Patel
2,20,000  2 Lacs+","Finesse International Design Pvt Ltd
15,00,000  15 Lacs+

Infinity Retail Ltd
5,25,087  5 Lacs+

Manoj Thakur
5,00,000  5 Lacs+

Grace Property (India) Pvt Ltd
40,00,000  40 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,99,92,839
2 Crore+",
Grand Total of Liabilities (as per affidavit),"6,50,42,979.62  6 Crore+","1,83,10,278  1 Crore+",Nil,Nil,Nil,Nil,"Rs 8,33,53,257.62
8 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 6,50,42,979.62
6 Crore+","Rs 1,83,10,278
1 Crore+",Nil,Nil,Nil,Nil,"Rs 8,33,53,257.62
8 Crore+",
