0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"SBI Pachora House Loan
42,39,860  42 Lacs+

SBI Pachora VehicalLoan
21,85,750  21 Lacs+

Godavari Urban Co-op Mortgage Term Loan
3,01,01,751  3 Crore+

Jalgaon People Co-op Bank Credit Loan
41,60,020  41 Lacs+

Jalgaon People Co-op Bank Credit Loan
13,78,446  13 Lacs+

JDCC Bank Pachora Vikas Society
50,400  50 Thou+","Buldhana Co-op Bank Mortgage Term Loan
2,25,00,000  2 Crore+

Godavari Urban Co-op Mortgage Term Loan
3,01,30,915  3 Crore+",Nil,"SBI Pachora Education Loan
10,09,253  10 Lacs+",Nil,Nil,"Rs 9,57,56,395
9 Crore+"
Loans due to Individual / Entity,"Sunita Kishor Patil
52,32,000  52 Lacs+

Arun Shamkant Patil
6,00,000  6 Lacs+

Creative Associates
2,00,000  2 Lacs+

Eknath Kashinath Patil
85,000  85 Thou+

Laxmi Hardware
8,00,000  8 Lacs+

Pravin Bhalerao Patil
1,00,000  1 Lacs+","Ashirwad Ginning & Pressing Factory Tongaon
9,02,179  9 Lacs+

kishor Dhansing Patil (Matoshri Construction)
7,03,030  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 86,22,209
86 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"4,91,33,227  4 Crore+","5,42,36,124  5 Crore+",Nil,"10,09,253  10 Lacs+",Nil,Nil,"Rs 10,43,78,604
10 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 4,91,33,227
4 Crore+","Rs 5,42,36,124
5 Crore+",Nil,"Rs 10,09,253
10 Lacs+",Nil,Nil,"Rs 10,43,78,604
10 Crore+",
