0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"State Bank Of India Home Loan 11257258
92,75,522  92 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 92,75,522
92 Lacs+"
Loans due to Individual / Entity,"Usha Prasad Tanpure
29,380  29 Thou+

Prasad Baburao Tanpure
10,07,247  10 Lacs+

Sonali Prajakt Tanpure
4,11,511  4 Lacs+

Subhash Lalasaheb Deshmukh
10,91,099  10 Lacs+

Sushil Subhash Deshmukh
15,64,529  15 Lacs+

Trimurti Engi Dhoki Osmanabad
54,00,000  54 Lacs+

Ashok Agency Rahuri Factroy
6,25,550  6 Lacs+

Arun DHimte
1,00,000  1 Lacs+

Vijay Mohan Mote
2,00,000  2 Lacs+

Leaf Cutter Sangli
78,00,000  78 Lacs+

Foot Growers Society
1,16,100  1 Lacs+","Prasad Baburao Tanpure
4,40,000  4 Lacs+

Subhash Deshmukh
7,90,000  7 Lacs+

Usha Prasad Tanpure
16,01,673  16 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,11,77,089
2 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"2,76,20,938  2 Crore+","28,31,673  28 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,04,52,611
3 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 2,76,20,938
2 Crore+","Rs 28,31,673
28 Lacs+",Nil,Nil,Nil,Nil,"Rs 3,04,52,611
3 Crore+",
