0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"BOM
11,75,014  11 Lacs+

BOM
2,51,38,878  2 Crore+

Shree Mahavir Sah Bank
1,12,92,763  1 Crore+","BOM
69,62,563  69 Lacs+",Nil,Nil,Nil,Nil,"Rs 4,45,69,218
4 Crore+"
Loans due to Individual / Entity,"Ashtavinayak enterprises
50,00,000  50 Lacs+

Shree Karan Balasaheb Pawar
65,00,000  65 Lacs+

Nathu Rokade
30,00,000  30 Lacs+

Sai Marketings
35,00,000  35 Lacs+

Sudhakar Bhavsar
49,00,000  49 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,29,00,000
2 Crore+",
Any other Liability,"32,15,000  32 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 32,15,000
32 Lacs+",
Grand Total of Liabilities (as per affidavit),"6,37,21,655  6 Crore+","69,62,533  69 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,06,84,188
7 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 6,37,21,655
6 Crore+","Rs 69,62,563
69 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,06,84,218
7 Crore+",
