0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"State Bank Of India Car Loan
11,74,716  11 Lacs+

State Bank Of India Home Loan
35,69,933  35 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 47,44,649
47 Lacs+"
Loans due to Individual / Entity,"Aripita C Shah Personal Personal Loan
10,60,576  10 Lacs+

Bharat D Panchal Personal Loan
9,05,074  9 Lacs+

Bharati B Panchal Personal Loan
7,91,940  7 Lacs+

Dr Jalgaonkar Personal Loan
10,00,000  10 Lacs+

Gajanan Pitale Personal Loan
9,73,589  9 Lacs+

J G Pitale Personal Loan
4,00,000  4 Lacs+

Jigma Dedhiya Personal Loan
6,60,411  6 Lacs+

Jyoti Alawani Personal Loan
10,25,541  10 Lacs+

Kalpana Nashirate Personal Loan
2,50,000  2 Lacs+

Kishor B Gandhi Personal Loan
1,50,000  1 Lacs+

Khanolkar Personal Loan
5,00,000  5 Lacs+

Mahendra M Shah Personal Loan
2,00,000  2 Lacs+

Matoshree Realtors Pvt Ltd Advance
31,25,000  31 Lacs+

Navneet D Gandhi Personal Loan
1,00,000  1 Lacs+

Ramesh Kadam Personal Loan
4,00,000  4 Lacs+

R D Shirodkar Personal Loan
5,28,027  5 Lacs+

Saraswati J Shah Personal Loan
5,65,672  5 Lacs+

Shruti Degwekar Personal Loan
55,000  55 Thou+

Orbit Venture Developers Advance
70,00,000  70 Lacs+

Shri Annasaheb Narkar Rent Deposit
2,70,000  2 Lacs+

Shri Naresh Joshi Rent Deposit
2,00,000  2 Lacs+

Smt Kanchana Sudhir Rend Deposit
1,00,000  1 Lacs+","Jitendra Shankarlal Joshi HUF Personal Loan
50,000  50 Thou+

Mrudula M Shah Personal Loan
50,000  50 Thou+

Neelam N Shah Personal Loan
1,00,000  1 Lacs+

Rajhans D Shirodkar Personal Loan
90,000  90 Thou+

Rasika R Shirodkar Personal Loan
2,50,000  2 Lacs+

Urvesh Industries Personal Loan
3,00,000  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,11,00,830
2 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"2,50,05,478  2 Crore+","8,40,000  8 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,58,45,478
2 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 2,50,05,479
2 Crore+","Rs 8,40,000
8 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,58,45,479
2 Crore+",
