0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"The Laxmi Co Operative Bank Ltd
2,38,53,994  2 Crore+","The Laxmi Co Operative Bank Ltd
2,40,53,356  2 Crore+",Nil,Nil,Nil,Nil,"Rs 4,79,07,350
4 Crore+"
Loans due to Individual / Entity,"Lokmangal Agro Ind Ltd
1,91,38,350  1 Crore+

Lokmangal Infratrade Pvt Ltd
55,618  55 Thou+

Lokmangal Sugar Ethenol And Co Genetation
9,88,620  9 Lacs+

Dhananjay Walke
28,090  28 Thou+","Lokmangal Agro Ind
40,12,728  40 Lacs+

Shri Manish Deshmukh
2,61,000  2 Lacs+

Subhash Deshmukh
96,55,713  96 Lacs+","Subhash Deshmukh And Co. Solapur
8,63,09,068  8 Crore+

Shri Manish Subhash Deshmukh
58,31,571  58 Lacs+

Godown Rent
10,67,514  10 Lacs+",Nil,Nil,Nil,"Rs 12,73,48,272
12 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"4,40,64,672  4 Crore+","3,79,82,797  3 Crore+","9,32,08,153  9 Crore+",Nil,Nil,Nil,"Rs 17,52,55,622
17 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending","MA. Commissioner, Solapur, Solapur Municipal Corporation
1,01,81,693  1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 1,01,81,693
1 Crore+"
Totals (Calculated as Sum of Values),"Rs 5,42,46,365
5 Crore+","Rs 3,79,82,797
3 Crore+","Rs 9,32,08,153
9 Crore+",Nil,Nil,Nil,"Rs 18,54,37,315
18 Crore+",
