0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Development Credit Bank Home Loan
74,03,978  74 Lacs+

ICICI Car Loan
24,77,467  24 Lacs+

ICICI Car Loan
45,02,479  45 Lacs+

ICICI Car Loan
22,87,757  22 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,66,71,681
1 Crore+"
Loans due to Individual / Entity,"Aruna Kurum
45,62,615  45 Lacs+

Jyoti Patil
19,44,149  19 Lacs+

Kalpana Patil
2,43,359  2 Lacs+

Lokyabai Pawar
40,13,244  40 Lacs+

Rajesh pawar
4,700  4 Thou+

Amit Rathi
57,50,000  57 Lacs+

Ashwini Khune
2,50,000  2 Lacs+

aurangabad Holiday Resorts P L
1,63,04,872  1 Crore+

Balaji Shinde
3,00,000  3 Lacs+

Bhagyalaxmi Mishra Fertilizers
33,76,677  33 Lacs+

Hotel Deovgiri P L
85,84,875  85 Lacs+

Kapil Patil
79,30,000  79 Lacs+

Kedar Kharpe
4,00,00,000  4 Crore+

Kisan Bhiwande
1,00,00,000  1 Crore+

Nanded Warehousing P L
79,66,128  79 Lacs+

Venkateshwara Agro Sugar Products P Ltd
18,70,52,241  18 Crore+

Sanman Buildcon P Ltd
89,50,000  89 Lacs+","Aruna Kurum
2,01,023  2 Lacs+

Jyoti Patil
2,01,023  2 Lacs+

Kalpana Patil
2,01,023  2 Lacs+

Lokyabai Pawar
2,01,024  2 Lacs+

Rajesh Pawar
75,000  75 Thou+

Bhagyalaxmi Mishra Fertilizers
2,40,000  2 Lacs+

Prithviraj Patil
4,22,068  4 Lacs+

Pushpatal Patil
9,81,725  9 Lacs+

Ranjeet Patil
1,50,000  1 Lacs+

Barmade Angadrao
1,45,000  1 Lacs+",Nil,Nil,Nil,Nil,"Rs 31,00,50,746
31 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"32,39,04,541  32 Crore+","28,17,886  28 Lacs+",Nil,Nil,Nil,Nil,"Rs 32,67,22,427
32 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 32,39,04,541
32 Crore+","Rs 28,17,886
28 Lacs+",Nil,Nil,Nil,Nil,"Rs 32,67,22,427
32 Crore+",
