0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Shivdaulat Sahakari Bank 307/2767
20,00,000  20 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 20,00,000
20 Lacs+"
Loans due to Individual / Entity,"Shambhuraj Deai HUF
7,84,611  7 Lacs+

Rent Deposit
1,00,000  1 Lacs+","Shambhuraj Deai HUF
6,76,296  6 Lacs+

Shambhuraj Deai
4,16,282  4 Lacs+

Vijayadevi Desai
2,05,534  2 Lacs+","Vijayadevi Desai
1,25,000  1 Lacs+","Shambhuraj Deai
58,35,657  58 Lacs+

Smitadevi Desai
9,02,515  9 Lacs+

Shambhuraj Deai HUF
3,51,850  3 Lacs+",Nil,Nil,"Rs 93,97,745
93 Lacs+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"28,84,611  28 Lacs+","12,98,112  12 Lacs+","1,25,000  1 Lacs+","70,90,022  70 Lacs+",Nil,Nil,"Rs 1,13,97,745
1 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 28,84,611
28 Lacs+","Rs 12,98,112
12 Lacs+","Rs 1,25,000
1 Lacs+","Rs 70,90,022
70 Lacs+",Nil,Nil,"Rs 1,13,97,745
1 Crore+",
