0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Bank Of Maharashtra Home Loan 60194498743
47,27,913  47 Lacs+","Rental Deposit
2,00,000  2 Lacs+",Nil,Nil,"Bank Of Maharashtra Vehicle Loan 60327992054
13,18,456  13 Lacs+",Nil,"Rs 62,46,369
62 Lacs+"
Loans due to Individual / Entity,"Govind Jaysing Dhavle
10,50,000  10 Lacs+

Gyandev Jaysing Dhavle
7,50,000  7 Lacs+

Amrapali Ashok Pawar
13,00,000  13 Lacs+

Bhaskar Banaji Kulkarni
4,00,000  4 Lacs+

Dipa Engineering Works
5,00,000  5 Lacs+

Kalyani Developers
5,00,000  5 Lacs+

Kalyani Developers
5,00,000  5 Lacs+

Nitinkumar Jagtap
6,15,000  6 Lacs+

Sandip Tor
8,13,500  8 Lacs+

Aparna Bhaskar Kulkarni
3,70,000  3 Lacs+

Kishore Bhaskar Kulkarni
30,000  30 Thou+

Simadevi Nitinkumar Jagtap
1,00,000  1 Lacs+","Kedar Patil
4,77,500  4 Lacs+

Goutam Gelda
4,00,000  4 Lacs+

Kalyani Corporation
1,00,000  1 Lacs+

Kastura Dhavle
5,00,000  5 Lacs+

Ramesh Rathod
1,18,282  1 Lacs+

Sadhin Tor
21,50,000  21 Lacs+

Sairaj Petroleum
6,50,000  6 Lacs+

Swati Gelda
5,00,000  5 Lacs+

Viraj Tor
12,75,000  12 Lacs+

Sandip Tor
12,34,800  12 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,43,34,082
1 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"1,16,56,413  1 Crore+","76,05,582  76 Lacs+",Nil,Nil,"13,18,456  13 Lacs+",Nil,"Rs 2,05,80,451
2 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 1,16,56,413
1 Crore+","Rs 76,05,582
76 Lacs+",Nil,Nil,"Rs 13,18,456
13 Lacs+",Nil,"Rs 2,05,80,451
2 Crore+",
