0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Loans due to Individual / Entity,"Bagdiya Infrastructure
75,74,560  75 Lacs+

Manisha Tope
97,94,454  97 Lacs+

Pannalal Bagdiya
28,97,600  28 Lacs+

Rajesh Tope
33,77,043  33 Lacs+

Rajmata Traders
10,00,000  10 Lacs+

Shardatai Tope
4,43,25,606  4 Crore+

Udaji International
1,50,00,000  1 Crore+

Vijay Kunje
75,00,000  75 Lacs+

Tanvi Construction
20,00,000  20 Lacs+","Pannalal Bagdiya
83,12,467  83 Lacs+

Rajesh Tope
3,77,000  3 Lacs+

Shardatai Tope
38,46,005  38 Lacs+

Tanvi Construction
25,00,000  25 Lacs+

Mahendra Tyres
29,30,927  29 Lacs+

Navkar Jewellers
12,66,666  12 Lacs+

Nitin Kadam
1,00,00,000  1 Crore+

Rajat Enterprises
83,96,943  83 Lacs+

Rajesh Nahar
52,04,879  52 Lacs+

Vikramrao Padval
58,17,000  58 Lacs+

Rajuri Steel Pvt Ltd
7,97,896  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 14,29,19,046
14 Crore+",
Any other Liability,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Grand Total of Liabilities (as per affidavit),"9,35,24,263  9 Crore+","4,99,49,783  4 Crore+",Nil,Nil,Nil,Nil,"Rs 14,34,74,046
14 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,"62,572  62 Thou+",Nil,Nil,Nil,Nil,"Rs 62,572
62 Thou+"
Totals (Calculated as Sum of Values),"Rs 9,34,69,263
9 Crore+","Rs 4,95,12,355
4 Crore+",Nil,Nil,Nil,Nil,"Rs 14,29,81,618
14 Crore+",
