0,1,2,3,4,5,6,7,8
i,Loans from Banks / FIs,"Maharashtra State CO Op Bank Home Loan
2,70,204  2 Lacs+

LIC Personal Loan
17,08,884  17 Lacs+

SBI Vehicle Loan
25,98,124  25 Lacs+","Pune Merchant Co Op Bank Home Loan
12,53,296  12 Lacs+

LIC Personal Loan
6,02,428  6 Lacs+

Bhairavnath VKS Crop Loan
75,780  75 Thou+",Nil,Nil,Nil,Nil,"Rs 65,08,716
65 Lacs+"
Loans due to Individual / Entity,Nil,"Babanrao Pachpute
18,17,486  18 Lacs+

Shantilal Dhoka
16,07,700  16 Lacs+

Dattatray Pachpute
3,24,255  3 Lacs+

Bhagvan Walke
6,00,000  6 Lacs+

Mali Cnstruction
8,18,985  8 Lacs+

Sai Painting
14,90,067  14 Lacs+

Pratibha Sahkari Sanstha
2,90,000  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 69,48,493
69 Lacs+",
Any other Liability,"Rent
1,00,000  1 Lacs+","Pune Merchant Co Op Bank Home Loan
59,77,841  59 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,77,841
60 Lacs+",
Grand Total of Liabilities (as per affidavit),"46,77,212  46 Lacs+","1,49,11,838  1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,95,89,050
1 Crore+",
ii,Dues to departments dealing with government accommodation,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Dues to departments dealing with supply of water,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of electricity,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with telephones,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Dues to departments dealing with supply of transport,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Income Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Wealth Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Service Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Property Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Sales Tax Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
GST Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
Any Other Dues,Nil,Nil,Nil,Nil,Nil,Nil,Nil,
iii,Grand Total of all Govt Dues (as per affidavit),Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"Whether any other liabilities are in dispute, if so, mention the amount involved and the authority before which it is pending",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Totals (Calculated as Sum of Values),"Rs 46,77,212
46 Lacs+","Rs 1,48,57,838
1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,95,35,050
1 Crore+",
