0,1,2,3,4,5,6,7,8
i,Cash,"2,50,000  2 Lacs+","3,50,000  3 Lacs+",Nil,"90,000  90 Thou+",Nil,Nil,"Rs 6,90,000
6 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","FDR A/C No 818001313xxxxx - R01 the Washim urban Co-Op Bank Ltd. Washim Date 25/07/2018
13,415  13 Thou+

State Bank of India Washim Main Branch S/B A/C No 358688xxxxx
0  

State Bank of India Washim Trearury Branch S/B A/C No 313674xxxxx
10,29,477  10 Lacs+

State Bank of India Washim S/B A/C No 112713xxxxx
4,164  4 Thou+

HDFC Bank Washim S/B A/C No 179815300xxxxx
13,57,716  13 Lacs+

The Akola Janta Commercial Co-op Bank ltd, Akola Branch Washim S/B A/C No 0041032010xxxxx
54,764  54 Thou+

The Washim Urban Co-Op Bank Ltd. Washim. S/B A/C No 818001200xxxxx
5,451  5 Thou+

Central Bank of India Karanja Election A/C No 37776xxxxx
1,000  1 Thou+","The Washim urban Co-Op Bank A/c No 9=818001100381
26,108  26 Thou+

The Akola Janta Commercial Co-Op Bank Akola Branch A/C No 0041032010xxxxx
9,300  9 Thou+

ICICI Bank Mumbai A/C No 0004017xxxxx
29,288  29 Thou+

Abhyudaya Co-Op Bank Ltd. A/C No 002011100xxxxx
1,018  1 Thou+",Nil,"FDR A/C No 1xxxxx/11166 The Akola Janata Commercial Co-Op Bank Ltd Akola Branch Washim
17,642  17 Thou+

State Bank OF India A/C No 320180xxxxx
1,182  1 Thou+

The Washim Urben Co-Op Bank Ltd A/C No 818001200xxxxx
8,552  8 Thou+

Kotak Mahindra Bank A/C No 00119xxxxx
68,590  68 Thou+",Nil,Nil,"Rs 26,27,667
26 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Finolex Inds Quantity 75
43,740  43 Thou+

IDFC 1st Bank - EQ Quantity 281
11,942  11 Thou+

IDFC Limited -EQ Quantity 281
10,144  10 Thou+

Reliance Inds - EQ Quantity 28
36,645  36 Thou+

Sasken Techno - EQ Quantity 25
14,996  14 Thou+

BPCL Equty Quantity 24
11,275  11 Thou+

IDFC First Bank - EQ Quantity 531
22,568  22 Thou+

IDFC First Bank - EQ Quantity 531
19,195  19 Thou+

Marmagoa Steel New IDFC First Bank - EQ Quantity 1800
0  

NHPC Limited - EQ IDFC Quantity 713
16,328  16 Thou+

REC LTD. - EQ Quantity 242
30,492  30 Thou+

Reliance INDS - EQ 28
36,692  36 Thou+

Reliance Power - EQ Quantity 25
60","Alembic ltd - EQ2/- Quantity 400
21,960  21 Thou+

Alembic Pharmaceu-EQ Quantity 200
1,02,570  1 Lacs+

Alok Industres EQTY
1,650  1 Thou+

BPCL Equity Quantity 24
11,271  11 Thou+

Cura Technoligies - EQ BPCL Equity Quantity 150
150  1 Hund+

D S Kulkarni Develop BPCL Equity Quantity 900
12,870  12 Thou+

Delta Corp L-EQ RE-1 BPCL Equity Quantity 200
36,350  36 Thou+

Glory Poly Film -EQ Quantity 50
24.50  

HOCL Equity Quantity 825
13,637  13 Thou+

INDN Exchange - Equity Quantity 100
70,840  70 Thou+

41,150  41 Thou+

55,405  55 Thou+

16,327  16 Thou+

4,572  4 Thou+

116  1 Hund+

31,201  31 Thou+

128  1 Hund+

60  

124  1 Hund+

3,300  3 Thou+

4,925  4 Thou+

4,695  4 Thou+

4,875  4 Thou+

840  8 Hund+

2,075  2 Thou+

771  7 Hund+

47,810  47 Thou+

1,263  1 Thou+

16,318  16 Thou+",Nil,"12,77,363  12 Lacs+",Nil,Nil,"Rs 20,38,717.50
20 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC Policy No 820782559 Premium Paid 16645*14
2,33,030  2 Lacs+

LIC Policy No 825184489
30,602  30 Thou+

LIC Policy No 825184485
62,682  62 Thou+

LIC Policy No 825374538
27,809  27 Thou+

LIC Policy No 825374578
27,408  27 Thou+

LIC Policy No 825374539
3,91,080  3 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 7,72,611
7 Lacs+",
v,Personal loans/advance given,"Tecton Builders & Developers PVT LTD
25,62,170  25 Lacs+

Gyayak Patni
36,68,730  36 Lacs+","Tulsi Infra Project Pvt. Ktd.
7,13,124  7 Lacs+

Mayur R Agrawal
1,45,000  1 Lacs+",Nil,"Motilal Oswal
3,10,159  3 Lacs+",Nil,Nil,"Rs 73,99,183
73 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","Toyota Innova MH-37c 4444, 2006
2,50,000  2 Lacs+

Toyota Kirloskar Motors Ltd. Innova TD Crysta MH-37R 2424 Year Of Purchase 2016 Purchase Amount 1757897
10,00,000  10 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 12,50,000
12 Lacs+"
vii,Jewellery (give details weight value),"Gold Ring - 4 Brecalete - 1 Chain 3 Total 28 Tolla
10,87,800  10 Lacs+","Gold Bangle - 8 Chain 2 Earing 4 Nose Ring 2 Total 40 Tolla
15,54,000  15 Lacs+

Silver Dinner Set 4.2 Kg
2,10,298  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 28,52,098
28 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,46,38,379  1 Crore+","60,95,418  60 Lacs+",Nil,"17,73,489  17 Lacs+",Nil,Nil,"Rs 2,25,07,286
2 Crore+",
