0,1,2,3,4,5,6,7,8
i,Cash,"1,00,000  1 Lacs+","50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 1,50,000
1 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Term Deposits-State Bank of india, Bhiwapur
5,00,000  5 Lacs+

State Bank of india Bhiwapur Account No. 30347097710 Account No.-31397743771, Account No.-36985878524
1,891.86  1 Thou+

bank of india Bhiwapur Account No.871475110000019
13,98,785  13 Lacs+

Bank of bhiwapur, Purvesh automobile Bhiwapur Account No.871425110000002
37,70,587  37 Lacs+

bank of india umred Account No. 876110310000325
9,174  9 Thou+

Union Bank of india umred Account No. 354301010036046
19,730  19 Thou+

Shree krushna Bank, umred Account no.SB/GEN (SB)228
1,939  1 Thou+

Balaji Restorant Bhiwapur Account No. 100404180000183
10,912  10 Thou+","State bank of india Bhiwapur Account No.34850363702
12,378  12 Thou+","State bank of india
52,869  52 Thou+","State bank of india
12,938  12 Thou+",Nil,Nil,"Rs 57,91,203.86
57 Lacs+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","Reliance life insurance
37,500  37 Thou+

Reliance life insurance
25,000  25 Thou+

ING Life insurance
1,11,570  1 Lacs+

LIC Aanand Labh
5,00,000  5 Lacs+

LIC (Bandobast Bima Policy)
25,000  25 Thou+

LIC (Jivan Aanand Hitlabh)
1,00,000  1 Lacs+

LIC (Nai janraksha Labh)
30,000  30 Thou+

LIC (Jivan aanand Hitlabh)
3,00,000  3 Lacs+

Max New LIfe
25,000  25 Thou+

xi LIfe Insurance
98,524.56  98 Thou+

Star Union LIfe insurance
2,75,000  2 Lacs+

Star Union LIfe Insurance
2,50,000  2 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 17,77,594.56
17 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)",Nil,Nil,"Honda Activa MH40BN-9464
75,000  75 Thou+",Nil,Nil,Nil,"Rs 75,000
75 Thou+"
vii,Jewellery (give details weight value),"Gold 250 gram
9,25,000  9 Lacs+","Gold 80 gram
2,96,000  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 12,21,000
12 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"85,15,613  85 Lacs+","88,378  88 Thou+","1,27,869  1 Lacs+","12,938  12 Thou+",Nil,Nil,"Rs 87,44,798
87 Lacs+",
Totals (Calculated as Sum of Values),"Rs 85,15,613.42
85 Lacs+","Rs 3,58,378
3 Lacs+","Rs 1,27,869
1 Lacs+","Rs 12,938
12 Thou+",Nil,Nil,"Rs 90,14,798.42
90 Lacs+",
