0,1,2,3,4,5,6,7,8
i,Cash,"Cash
4,75,000  4 Lacs+","Cash
2,00,000  2 Lacs+",Nil,"Cash
75,000  75 Thou+",Nil,Nil,"Rs 7,50,000
7 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Bank of Baroda Branch Somaval
14,075  14 Thou+

Axis Bank Mumbai Branch
30,100  30 Thou+","Bank of Baroda Somaval Branch
1,652  1 Thou+

ICICI Bank Mumbai Branch
122  1 Hund+",Nil,"Bank of Baroda Somaval Branch
631  6 Hund+

Kotak Mahindra Bank Mumbai Branch
84",Nil,Nil,"Rs 46,664
46 Thou+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC 893351214
5,00,000  5 Lacs+

Max Life Insurance 125047563
7,50,000  7 Lacs+

New India Insurance 148100/488483412
5,00,000  5 Lacs+",Nil,Nil,"LIC 893351285
2,00,000  2 Lacs+",Nil,Nil,"Rs 19,50,000
19 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","Innova Cresta 04-01-2017 M.H.02EK2596
14,00,000  14 Lacs+

Haibuza 10-11-2012 M.H.04AFY1
6,00,000  6 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 20,00,000
20 Lacs+"
vii,Jewellery (give details weight value),"Gold 200gm
7,80,000  7 Lacs+","Gold 500gm
19,50,000  19 Lacs+

Silver 500gm
22,000  22 Thou+",Nil,"Gold 200gm
7,80,000  7 Lacs+",Nil,Nil,"Rs 35,32,000
35 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"50,49,175  50 Lacs+","21,73,774  21 Lacs+",Nil,"8,55,715  8 Lacs+",Nil,Nil,"Rs 80,78,664
80 Lacs+",
Totals (Calculated as Sum of Values),"Rs 50,49,175
50 Lacs+","Rs 21,73,774
21 Lacs+",Nil,"Rs 10,55,715
10 Lacs+",Nil,Nil,"Rs 82,78,664
82 Lacs+",
