0,1,2,3,4,5,6,7,8
i,Cash,"31,270  31 Thou+","42,780  42 Thou+",Nil,Nil,Nil,Nil,"Rs 74,050
74 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Personal Account -Sadhna Sahkari Bank
1,13,259.67  1 Lacs+

Sadhna Sahkari Bank
1,04,738.20  1 Lacs+

BOB
2,36,024.38  2 Lacs+

Bank of maharashtra
1,25,829.48  1 Lacs+

BOM
25,05,257  25 Lacs+

Central Bank Of India
36,612.29  36 Thou+

Tamil Nadu Mercantile Bank
12,29,451.24  12 Lacs+

Sopankaka Sahkari Bank Ltd
1,91,077.88  1 Lacs+

Pune Contenment Sahkar Bank Ltd
17,451  17 Thou+

Axis Bank Ltd
12,53,014.09  12 Lacs+

Indian Bank
11,51,400  11 Lacs+

QYC 44043
10,00,000  10 Lacs+

QYC 44044
10,00,000  10 Lacs+

QYC 44047
10,00,000  10 Lacs+

QYC 44051
10,00,000  10 Lacs+

QYC 44054
10,00,000  10 Lacs+

QYC 44056
10,00,000  10 Lacs+

QYC 44058
10,00,000  10 Lacs+

QYC 44060
10,00,000  10 Lacs+

QYC 44061
10,00,000  10 Lacs+

QYC 44064
10,00,000  10 Lacs+

QYC 44066
10,00,000  10 Lacs+

QYC 44049
10,00,000  10 Lacs+

QYC 44070
10,00,000  10 Lacs+

QYC 44072
10,00,000  10 Lacs+

QYC 44074
10,00,000  10 Lacs+

QYC 44076
10,00,000  10 Lacs+

QYC 44078
10,00,000  10 Lacs+

QYC 44081
10,00,000  10 Lacs+

QYC 44082
10,00,000  10 Lacs+

QYC 44068
10,00,000  10 Lacs+

QYC 44145
10,00,000  10 Lacs+

QYC 44146
10,00,000  10 Lacs+

QYC 44147
10,00,000  10 Lacs+

QYC 44148
10,00,000  10 Lacs+

QYC 44085
9,38,888  9 Lacs+

Bank Of Maharashtra AX2017-0652102
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652103
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652104
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652105
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652106
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652107
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652108
10,00,000  10 Lacs+

Bank Of Maharashtra AX2017-0652109
10,00,000  10 Lacs+","Sadhna Sahkari Bank
1,73,542  1 Lacs+

BOB
3,31,781  3 Lacs+

Tamil Nadu Mercantile Bank
34,67,979  34 Lacs+

Janseva Sahkari Bank
3,79,121  3 Lacs+

Sadhna Sahkari Bank
1,09,93,066  1 Crore+

Janseva Sahkari Bank Ltd Receipt No. 0236602799
1,00,00,000  1 Crore+

Sadhna Sahkari Bank Ltd QYC 44083
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44084
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44086
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44087
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44088
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44089
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44067
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44069
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44071
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44073
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44075
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44077
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44079
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44080
5,00,000  5 Lacs+

Sadhna Sahkari Bank Ltd QYC 44090
9,93,066  9 Lacs+","Receipt No. 0236602799
1,23,367  1 Lacs+

BOM
1,02,223  1 Lacs+

Sadhna Sahkari Bank Ltd QYC 44045
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44046
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44048
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44050
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44052
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44053
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44055
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44057
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44059
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44062
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44063
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44149
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44150
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44151
10,00,000  10 Lacs+

Sadhna Sahkari Bank Ltd QYC 44065
9,99,976  9 Lacs+","Receipt No. 0236602799
55,117  55 Thou+

Axis Bank
38,193  38 Thou+

RIFD
47,194  47 Thou+

RIFD
40,410  40 Thou+

Receipt No. 0236602799
50,000  50 Thou+","Receipt No. 0236602799
3,33,768  3 Lacs+

RIFD
50,864  50 Thou+

RIFD
18,263  18 Thou+

Sharad Nagri Bank
20,000  20 Thou+

Sharad Nagri Bank
50,000  50 Thou+",Nil,"Rs 9,21,70,933.23
9 Crore+"
iii,"Bonds, Debentures and Shares in companies","Magarpatta Township
46,92,000  46 Lacs+

Ishan Computech Pvt Ltd
50,000  50 Thou+","Magarpatta Township
11,93,100  11 Lacs+

Ishan Computech Pvt Ltd
50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 59,85,100
59 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,"Bajaj Allianz
2,00,000  2 Lacs+","Bajaj Allianz
2,00,000  2 Lacs+",Nil,"Rs 4,00,000
4 Lacs+",
v,Personal loans/advance given,"United Bldg Corporation UBC
61,00,383  61 Lacs+

Vastu Yog Developers
39,21,925  39 Lacs+

Dreams Group
60,00,000  60 Lacs+

SR Kulkarni
49,50,000  49 Lacs+","Kontom Sanstha
43,17,000  43 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,52,89,308
2 Crore+"
vi,"Motor Vehicles (details of make, etc.)","MH06M9966
20,00,000  20 Lacs+

Land Cruiser MH12EW8100
45,00,000  45 Lacs+","Tata Jest MH12LJ4600
10,00,000  10 Lacs+",Nil,"Maruti Ciyaz MH12PH4600
12,00,000  12 Lacs+",Nil,Nil,"Rs 87,00,000
87 Lacs+"
vii,Jewellery (give details weight value),"20 Gram
60,000  60 Thou+","22 Tola
6,60,000  6 Lacs+",Nil,"5 Gram
15,000  15 Thou+","5 Gram
15,000  15 Thou+",Nil,"Rs 7,50,000
7 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"7,22,08,541  7 Crore+","3,66,08,370  3 Crore+","1,52,25,566  1 Crore+","15,98,720  15 Lacs+","6,87,895  6 Lacs+",Nil,"Rs 12,63,29,092
12 Crore+",
