0,1,2,3,4,5,6,7,8
i,Cash,"25,000  25 Thou+","25,000  25 Thou+",Nil,Nil,Nil,Nil,"Rs 50,000
50 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)",Nil,"Beat 2013 MH353928
1,00,000  1 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,00,000
1 Lacs+"
vii,Jewellery (give details weight value),"1,00,000  1 Lacs+","4,00,000  4 Lacs+",Nil,Nil,Nil,Nil,"Rs 5,00,000
5 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,35,000  1 Lacs+","5,25,000  5 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,60,000
6 Lacs+",
Totals (Calculated as Sum of Values),"Rs 1,25,000
1 Lacs+","Rs 5,25,000
5 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,50,000
6 Lacs+",
