0,1,2,3,4,5,6,7,8
i,Cash,"7,96,830  7 Lacs+","2,56,950  2 Lacs+","5,390  5 Thou+","7,830  7 Thou+","15,650  15 Thou+","36,990  36 Thou+","Rs 11,19,640
11 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI Delhi 10768196392
6,19,089  6 Lacs+

SBI Sakoli 2009988321
5,88,375  5 Lacs+

BOM Bhandara 60164055592
1,627  1 Thou+

Urban Bank Bhandara 5004800008310
30,505  30 Thou+

BDCC Bhandara 1907
48,819  48 Thou+

SBI FDR
6,34,603  6 Lacs+

Canara Bank Sakoli 5533101001719
5,221  5 Thou+

Urban Bank Bhandara 500480013627
2,136  2 Thou+

Urban Bank Bhandara 500340004261
16,018  16 Thou+","BDCC Sakoli 023030200033309
1,90,154  1 Lacs+

BDCC Sakoli 302/1909
6,52,558  6 Lacs+

Union Bank Nagpur 366002010062765
1,44,259  1 Lacs+","BDCC Sakoli 302/15359
98,664  98 Thou+","Union Bank Nagpur 366002010058225
14,28,590  14 Lacs+","Union Bank Nagpur 366002050000456
3,937  3 Thou+","Axis Bank Nagpur 916010042469646
11,000  11 Thou+

Barclyas Bank Carddiff 40592544 1000 Pound
87,240  87 Thou+","Rs 45,62,795
45 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Bhandara Urban Co Op bank
23,030  23 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 23,030
23 Thou+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC 971350392, 97405588,975095793, 974867212,975232629,974358036, 979109257,911255283,911255289, 978718186,978718284,978718285, 978718296
49,53,720  49 Lacs+","LIC 977960655,974822710,974358035, 978035002,978034903,978034902, 979109258,978718286
13,70,000  13 Lacs+",Nil,Nil,Nil,"LIC 978030606,978031284, 975581919,975581935, 975581936
31,00,000  31 Lacs+","Rs 94,23,720
94 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","Indica Car MH36H7007 435000
50,000  50 Thou+",Nil,Nil,"Honda Aviator MH31Ex2121 4571
5,000  5 Thou+",Nil,Nil,"Rs 55,000
55 Thou+"
vii,Jewellery (give details weight value),"100 Gram Gold
4,00,000  4 Lacs+","150 Gram Gold
6,00,000  6 Lacs+","100 Gram Gold
4,00,000  4 Lacs+","42 Gram Gold
1,68,000  1 Lacs+","35 Gram Gold
1,40,000  1 Lacs+","25 Gram Gold
1,00,000  1 Lacs+","Rs 18,08,000
18 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"81,69,963  81 Lacs+","32,13,921  32 Lacs+","5,04,054  5 Lacs+","16,09,420  16 Lacs+","1,59,587  1 Lacs+","33,35,230  33 Lacs+","Rs 1,69,92,175
1 Crore+",
Totals (Calculated as Sum of Values),"Rs 81,69,973
81 Lacs+","Rs 32,13,921
32 Lacs+","Rs 5,04,054
5 Lacs+","Rs 16,09,420
16 Lacs+","Rs 1,59,587
1 Lacs+","Rs 33,35,230
33 Lacs+","Rs 1,69,92,185
1 Crore+",
