0,1,2,3,4,5,6,7,8
i,Cash,"20,00,000  20 Lacs+","90,000  90 Thou+",Nil,Nil,Nil,Nil,"Rs 20,90,000
20 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","BOI 12119101100298
19,000  19 Thou+

Kulaba Nagari Bank 546
150  1 Hund+

Saraswat Co Op Bank SBVIS177
17,000  17 Thou+

Saraswat Co Op Bank CA627
100  1 Hund+

Kotak Mahendra Bank 3313260338
5,500  5 Thou+

BOI 121910011000820
20  

Revdanda Co Op Bank 2293
150  1 Hund+

Adarsh Nagari Bank 203130
13,566  13 Thou+

Janseva Nagari 1604
1,682  1 Thou+

BOB 33370100006115
1,00,000  1 Lacs+","BOI 121910100003343
2,200  2 Thou+

Kulaba Nagari Bank 2222
88,000  88 Thou+

Saraswat Co Op Bank 179
7,29,800  7 Lacs+

Saraswat Co Op Bank CAPUB/626
6,38,000  6 Lacs+

Adarsh Nagari 203130
13,500  13 Thou+

RDCC Bank 2651
1,790  1 Thou+

State Bank Alibag 34240994801
2,000  2 Thou+

IDBI Bank 0299104000057503
150  1 Hund+

Kamal Nagari Bank 001002300015714
125  1 Hund+

BOI 12119101100299
5,32,000  5 Lacs+

BOI 121945100000352
1,54,408  1 Lacs+

BOI 121945110001345
2,72,005  2 Lacs+

BOI 121945110001323
34,772  34 Thou+

SBI 11237096101
2,18,467  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 28,44,385
28 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Adarsh Nagari Bank
7,000  7 Thou+

Janseva Nagari Bank
1,50,000  1 Lacs+","Club Mahendra
2,16,440  2 Lacs+

Janseva Nagari Bank
500  5 Hund+

Saraswat Co Op Bank
26,000  26 Thou+

Adarsh Nagari Bank
7,000  7 Thou+",Nil,Nil,Nil,Nil,"Rs 4,06,940
4 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","MH06BD176 Dumper
2,50,000  2 Lacs+

MH06BD177 Dumber
2,50,000  2 Lacs+

JCB MH06AL3003
5,00,000  5 Lacs+

Activa Scooter MH06AK810
25,000  25 Thou+

Plazer Scooter MH06AJ8100
20,000  20 Thou+

Poklen Tata Hitaichi
15,00,000  15 Lacs+","JCB MH061778
20,00,000  20 Lacs+

Poklen And Stone Breaker
20,00,000  20 Lacs+

Activa Scooter MH06BB234
60,000  60 Thou+

Range Rover Car MH06BQ8100
70,00,000  70 Lacs+

Stone Crusher
25,00,000  25 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,61,05,000
1 Crore+"
vii,Jewellery (give details weight value),"50 Gram Gold
2,00,000  2 Lacs+","300 Gram Gold
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil,"Rs 14,00,000
14 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"50,59,168  50 Lacs+","1,77,87,157  1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,28,46,325
2 Crore+",
Totals (Calculated as Sum of Values),"Rs 50,59,168
50 Lacs+","Rs 1,77,87,157
1 Crore+",Nil,Nil,Nil,Nil,"Rs 2,28,46,325
2 Crore+",
