0,1,2,3,4,5,6,7,8
i,Cash,"50,250  50 Thou+","1,25,250  1 Lacs+","12,500  12 Thou+",Nil,Nil,Nil,"Rs 1,88,000
1 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Axis Bank 918050096044501
61,383  61 Thou+

Vasundhara Mahila Nagari Bank S/A 23-2010622
13,633  13 Thou+

Axis Bank 914010028688276
45,190  45 Thou+

Ambajogai Nagari Sahkari Bank 2015
1,000  1 Thou+

Bank Of India 004810100028962
3,80,207  3 Lacs+

The Evolution Beuro Axis Bank C/A 917020049514707
3,40,990  3 Lacs+

SBI A/C No 314623xxxxx
1,72,090  1 Lacs+","Axis Bank 918050096044051
61,382  61 Thou+

Axis Bank 911010005685211
1,16,027  1 Lacs+

Union Bank Of India 315502010121894
0*(Value Not Given)  

SBI 11369936721
34,834  34 Thou+

SBI 30473788963
3,49,604  3 Lacs+

SBI 62170498699
9,702  9 Thou+

TJSB Bank Ltd 079110100000229
906  9 Hund+

HDFC Bank 04111000036070
30,521  30 Thou+

ICICI Bank 196701511110
18,630  18 Thou+

Vasundhara Mahila Nagari Bank 23-2003222
2,093  2 Thou+

Ambajogai Nagri Bank 727
26,529  26 Thou+

Ambajogai Nagri 1
2,200  2 Thou+

Vimal Enterprises Union Bank Of India 319201010042056
3,774  3 Thou+

Vimal Agro Vasundhara Mahila Nagri Bank 21/6000187
4,479  4 Thou+

Vimal Agro Ambajogai Nagri Bank 1220
9,551  9 Thou+

Vimal Agro IDBI Bank 1451102000004610
1,77,734  1 Lacs+

Akshay Services 21-2000055
80,999  80 Thou+

Akshay Services 2301-00001299
13,398  13 Thou+

Beed District Central Co Op Bank 004111002102210
4,011  4 Thou+

Beed District Central Co Op Bank 000411002105646
11,979  11 Thou+

Beed District Central Co Op Bank 0005811002101371
7,999  7 Thou+","Central Co Op Bank 000411002012560
1,701  1 Thou+

Central Co Op Bank 000411002105525
1,02,088  1 Lacs+",Nil,Nil,Nil,"Rs 20,84,634
20 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Vasundhara Mahila Nagri Bank
5,000  5 Thou+","Vasundhara Mahila Nagri Bank
1,14,000  1 Lacs+

Ambajogai Sugar Factory
5,000  5 Thou+

Yogeshwari Audhyogik Sahkari Vasahat
2,000  2 Thou+

Bank Of Maharashtra
25,000  25 Thou+

Kumbefal Seva Sahkari Society
1,130  1 Thou+

Mukundrao Sugar Menu 235x2000
1,00,000  1 Lacs+

Natural Sugar And Alloyd Industries
50,000  50 Thou+

Vimal Infrastructure Pvt Ltd
63,56,000  63 Lacs+

Yes Bank Ltd
73,101  73 Thou+

Axis Blue Chip Fund
14,640  14 Thou+

Axis Foxd
58,143  58 Thou+

Invesco India Multicap Fund
52,559  52 Thou+

ICICI Prudential Banking And Financial
50,991  50 Thou+

Kotak Standard Multicap Fund
34,845  34 Thou+

SBI Magnum Midcap
31,290  31 Thou+

L&T Business Fund
30,124  30 Thou+

Tata Digital India Fund
26,052  26 Thou+

SBI Magnum Maturity
17,054  17 Thou+

Axis Short Term Fund
4,999  4 Thou+

Vertex Beverages Pvt Ltd
50,000  50 Thou+","Natural Sugar And Allied Industries
1,00,000  1 Lacs+",Nil,Nil,Nil,"Rs 72,01,928
72 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC
5,47,374  5 Lacs+","LIC
20,44,744  20 Lacs+",Nil,Nil,Nil,Nil,"Rs 25,92,118
25 Lacs+",
v,Personal loans/advance given,Nil,"Akshay Services And Vimal Agro
30,50,000  30 Lacs+

Dairy Vimal Agro
2,10,000  2 Lacs+

Petrol And Diesel Akshay Services
22,50,307  22 Lacs+

Akshay Services
1,79,260  1 Lacs+

Vimal Agro
1,20,200  1 Lacs+

Mahendra Bobde
50,00,000  50 Lacs+

E Square Life Sure Pvt Ltd
2,50,000  2 Lacs+

Satyanarayan Bajaj
2,00,000  2 Lacs+

Vijay Advani
2,08,950  2 Lacs+

Dipak Lamture
50,000  50 Thou+

Vertex Beverages Pvt Ltd
29,70,000  29 Lacs+

Namita Mundada
15,43,690  15 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,60,32,407
1 Crore+"
vi,"Motor Vehicles (details of make, etc.)",Nil,"Hero Honda Karizma MH44A9
79,200  79 Thou+

Honda Activa MH12NF4298
58,320  58 Thou+

Toyota Fortuner MH44S0009
36,36,562  36 Lacs+

Merceses Benz MH12QY2211
69,97,027  69 Lacs+

Mahindra And Mahindra Ltd MH44S0777
30,70,000  30 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,38,41,109
1 Crore+"
vii,Jewellery (give details weight value),"3,90,500  3 Lacs+","15,00,000  15 Lacs+",Nil,Nil,Nil,Nil,"Rs 18,90,500
18 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"20,07,617  20 Lacs+","4,16,06,795  4 Crore+","2,16,289  2 Lacs+",Nil,Nil,Nil,"Rs 4,38,30,701
4 Crore+",
Totals (Calculated as Sum of Values),"Rs 20,07,617
20 Lacs+","Rs 4,16,06,790
4 Crore+","Rs 2,16,289
2 Lacs+",Nil,Nil,Nil,"Rs 4,38,30,696
4 Crore+",
