0,1,2,3,4,5,6,7,8
i,Cash,"3,81,840  3 Lacs+","3,28,140  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,09,980
7 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","SBI
64,094  64 Thou+

SBI
3,28,652  3 Lacs+

PNB
1,26,205  1 Lacs+

Shikshan Sahkari Bank
4,873  4 Thou+","PNB Bank
42,612  42 Thou+

HDFC Bank
1,02,671  1 Lacs+

SBI
8,04,000  8 Lacs+",Nil,Nil,Nil,Nil,"Rs 14,73,107
14 Lacs+"
iii,"Bonds, Debentures and Shares in companies",Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,Nil,"Rana Education Society
1,01,00,000  1 Crore+

Gangadhar Rana
50,00,000  50 Lacs+

Yusuf Lakadwala
80,00,000  80 Lacs+

Avinash Kale
17,70,000  17 Lacs+

Sandip Sase
8,00,000  8 Lacs+

Yuva Swabhiman Party
16,00,000  16 Lacs+

Suresh Khatri
5,00,000  5 Lacs+",Nil,Nil,Nil,Nil,"Rs 2,77,70,000
2 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Ford Endeavour MH27BV1
34,54,647  34 Lacs+

Toyota Fortuner Mh27BE1
27,36,048  27 Lacs+","Toyota Fortuner MH27X1
20,74,723  20 Lacs+",Nil,Nil,Nil,Nil,"Rs 82,65,418
82 Lacs+"
vii,Jewellery (give details weight value),"78 Gram Gold
2,80,800  2 Lacs+","842 Gram Gold
30,31,200  30 Lacs+",Nil,Nil,Nil,Nil,"Rs 33,12,000
33 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"73,77,159  73 Lacs+","3,41,53,346  3 Crore+",Nil,Nil,Nil,Nil,"Rs 4,15,30,505
4 Crore+",
Totals (Calculated as Sum of Values),"Rs 73,77,159
73 Lacs+","Rs 3,41,53,346
3 Crore+",Nil,Nil,Nil,Nil,"Rs 4,15,30,505
4 Crore+",
