0,1,2,3,4,5,6,7,8
i,Cash,"4,75,264  4 Lacs+","5,000  5 Thou+",260  2 Hund+,Nil,Nil,Nil,"Rs 4,80,524
4 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","HDFC 50300291817701
1,00,000  1 Lacs+

Sangli Urban Co Op Bank 0020041910000010
25,00,000  25 Lacs+

Sangli Urban Co Op Bank 0020041010207759
75,00,000  75 Lacs+

Rajarambapu Bank 303104/7/1/1
15,00,000  15 Lacs+

Shri Siddhivinayak Zilla Nagari 3004963
40,00,000  40 Lacs+

SBI 37221146650
45,00,000  45 Lacs+

Syndicate Bank 539040300032410/3
99,50,000  99 Lacs+

DNS Bank 070010100000186
4,274  4 Thou+

HDFC Bank 022210000044404
23,50,637  23 Lacs+

ICICI 0653301000472
6,226  6 Thou+

Rajarambapu Bank 303501/303
8,763  8 Thou+

SBI 30730794259
7,90,381  7 Lacs+

Syndicate Bank 53902200011574
20,54,958  20 Lacs+

P N Gadgil
25,33,04,468  25 Crore+

Deposit With PCE Electro Control P Ltd
75,00,000  75 Lacs+","IDBI 0653107000101110
45,712  45 Thou+

IDBI 0653107000103671
73,380  73 Thou+

IDBI 615107000007689
1,71,416  1 Lacs+

IDBI 615107000006279
56,194  56 Thou+

IDBI Bank 0533107000103626
73,197  73 Thou+

Sangli Urban Co Op Bank 0020041860000078
3,00,000  3 Lacs+

BOI 053045110001361
77,477  77 Thou+

IDBI Bank 61510010003253
2,48,987  2 Lacs+

ICICI Bank 033901003537
1,02,000  1 Lacs+

Syndicate Bank
1,000  1 Thou+","HDFC Bank 2221000060582
29,34,621  29 Lacs+

Syndicate Bank 220/11560
35,03,613  35 Lacs+",Nil,Nil,Nil,"Rs 30,36,57,304
30 Crore+"
iii,"Bonds, Debentures and Shares in companies","Adhunik Metallics
1,350  1 Thou+

Aditya Birla Capital Ltd
1,23,075  1 Lacs+

Bajaj Hindustan Sugar
24,000  24 Thou+

Balrampur Chini Mills Ltd
1,41,650  1 Lacs+

BOI
7,220  7 Thou+

Bharat Dynamics Ltd
1,47,000  1 Lacs+

Bharat Forge Ltd
4,22,950  4 Lacs+

Core Edu & Tech
885  8 Hund+

Crest Animation
2,625  2 Thou+

Deligent Media Corporation Ltd
337  3 Hund+

Dilip Buildcon Ltd
2,05,250  2 Lacs+

Engineers India Ltd
1,00,100  1 Lacs+

General Insurance Corp Of India
85,500  85 Thou+

GMR Infrasctructure
59,800  59 Thou+

HDFC Life Insurance Co Ltd
3,20,775  3 Lacs+

Hindustan Aeronautics Ltd
1,32,250  1 Lacs+

Hindustan Construction
17,000  17 Thou+

HCC Ltd
65,000  65 Thou+

Hsg. & Ur Dev Corp Ltd
10,89,800  10 Lacs+

Hsg Dev Fin Corp Ltd
2,12,180  2 Lacs+

ICICI Bank
89,16,600  89 Lacs+

ICICI Lombard General Insurance Ltd
2,07,664  2 Lacs+

ICICI Prudential Mutual Fund
1,94,488  1 Lacs+

ICICI
2,18,100  2 Lacs+

IDFC First Bank
2,51,700  2 Lacs+

India Infra Finance
5,48,055  5 Lacs+

Infosys Ltd
15,87,300  15 Lacs+

IRB Infrastructure Dev Ltd
93,650  93 Thou+

ISPAT Profiles
70  

ITC Ltd
5,40,400  5 Lacs+

Jain Irrigation System Ltd
41,000  41 Thou+

Jayprakash Asso
4,400  4 Thou+

Kalyani Steels
1,70,050  1 Lacs+

Kirloskar Electric
31,376  31 Thou+

L&T Fin Holding Ltd
1,98,100  1 Lacs+

L&T
4,16,190  4 Lacs+

Lupin Ltd
3,82,400  3 Lacs+

M&M Ltd
27,50,000  27 Lacs+

M&M Logistic Ltd
1,00,575  1 Lacs+

Mangalore Refinery & Petro
59,850  59 Thou+

Maturi Suzuki India Ltd
10,93,940  10 Lacs+

Miven Machine Tools Ltd
1,252  1 Thou+

NHAI
2,26,148  2 Lacs+

NHAI
11,20,830  11 Lacs+

NBCC India Ltd
2,13,750  2 Lacs+

NCC Ltd
73,150  73 Thou+

NHPC Ltd
44,300  44 Thou+

NTPC
6,06,275  6 Lacs+

NMDC Ltd
4,34,800  4 Lacs+

ONGC
2,08,275  2 Lacs+

Patel Engineering
41,100  41 Thou+

Power Finance Corp Ltd
85,727  85 Thou+

Power Grid Corp
4,21,600  4 Lacs+

Praj Industries
1,68,880  1 Lacs+

PTC India
55,950  55 Thou+

Punjlloyd Ltd
2,500  2 Thou+

Ratil Vikas Nigam Ltd
18,252  18 Thou+

RBL Bank Ltd
10,09,750  10 Lacs+

Reliance Naval Eng Ltd
9,800  9 Thou+

Reliance Ltd
46,09,020  46 Lacs+

Reliance Mutual FUnd
48,353  48 Thou+

Reliance Power Ltd
7  

Reliance Nippon Life Asset Mgt Ltd
13,416  13 Thou+

Rural Electrification Corp
5,62,450  5 Lacs+

Rural Electrification Corp
1,18,984  1 Lacs+

SBI Life Insurance
1,67,485  1 Lacs+

Sonata Software Ltd
3,21,050  3 Lacs+

Shri Renuka Sugar Ltd
15,700  15 Thou+

Syntex Ind Ltd
4,700  4 Thou+

SBI
14,94,900  14 Lacs+

Sterlite Technology
1,49,000  1 Lacs+

SAIL
21,375  21 Thou+

Sun Pharmasuticals Ltd
8,53,500  8 Lacs+

Suzlon Energy Ltd
420  4 Hund+

Tata Coffee Ltd
75,150  75 Thou+

Tata Steel
32,29,573  32 Lacs+

Tata Investment Ltd
1,64,010  1 Lacs+

Tata Motors Ltd
2,71,200  2 Lacs+

Tata Motors Ltd
97,725  97 Thou+

Tata Steel Long Products Ltd
2,28,200  2 Lacs+

Tata Teleservices
8,357  8 Thou+

The Laxmivilas Bank
48,150  48 Thou+

The Ugar Sugar Works
6,77,250  6 Lacs+

TRF Ltd
1,01,300  1 Lacs+

Vedant Ltd
92,460  92 Thou+

Vikas WSP Ltd
15,135  15 Thou+

Yes Bank Ltd
1,82,400  1 Lacs+

Zee Media Corp
35,250  35 Thou+

PN Gadgil & Sons Pune
35,00,000  35 Lacs+

PCE
5,55,000  5 Lacs+

PCE Electro Control Co P Ltd
64,00,000  64 Lacs+

Power Cube New Equity Shares
2,00,000  2 Lacs+

DSP Myrill Mutual FUnd
25,000  25 Thou+

Kotak Gold Exchange Traded Fund
28,000  28 Thou+

ICICI Prudential Mutual Fund
2,00,000  2 Lacs+

Kirloskar Electro
9,150  9 Thou+",Nil,"Hindustan Construction Co
8,500  8 Thou+

ICICI Bank
59,44,400  59 Lacs+

L&T Finance Holding Ltd
9,905  9 Thou+

NBCC India Ltd
42,750  42 Thou+

NHPC Ltd
22,150  22 Thou+

NMDC Ltd
2,17,400  2 Lacs+

NTPC Ltd
75,930  75 Thou+

Patel Eng Ltd
13,700  13 Thou+

Reliance Navel & Eng Ltd
9,800  9 Thou+

SBI
1,66,100  1 Lacs+

Steel Authority Of India Ltd
21,375  21 Thou+

Tata Steel Ltd
8,64,100  8 Lacs+

Ugar Sugar Works Ltd
64,500  64 Thou+

HDFC Asset Management Co
27,939  27 Thou+

HDFC Life Insurance Co
3,20,775  3 Lacs+

HDFC Mutual FUnd
1,63,203  1 Lacs+

ICICI Prudential Fund
1,94,488  1 Lacs+

Kotak Mahindra Asset Management
31,376  31 Thou+

NTPC Ltd
6,550  6 Thou+

NHAI
1,13,074  1 Lacs+",Nil,Nil,Nil,"Rs 5,85,48,679
5 Crore+"
iv,"(a)
NSS, Postal Savings etc","Postal Saving 124662
38,228  38 Thou+

Postal Recurring A/c
1,44,000  1 Lacs+

MIS 5849
3,45,000  3 Lacs+

MIS 60198
1,05,000  1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 6,32,228
6 Lacs+"
"(b)
LIC or other insurance Policies","Kotak Life Insurance 02795886
5,98,000  5 Lacs+

Kotak Life Insurance 202083156
5,94,000  5 Lacs+

LIC Policy 995904854
10,18,000  10 Lacs+","LIC 946125594
2,00,000  2 Lacs+

SBI Life Insurance 350177196
3,41,000  3 Lacs+

IDBI Fortis 4000111432
2,50,000  2 Lacs+","SBI Life Insurance
5,01,000  5 Lacs+",Nil,Nil,Nil,"Rs 35,02,000
35 Lacs+",
v,Personal loans/advance given,"Arve Hospital Tasgaon
5,00,000  5 Lacs+

Atul Laghate
1,00,000  1 Lacs+

Gagdil Himgouri
9,10,000  9 Lacs+

Nandkumar Dattatray
5,00,000  5 Lacs+

Pinacle Construction
15,00,000  15 Lacs+

Power Cube Electro Controls Pvt Ltd
2,95,98,993  2 Crore+

Shekhar Inamder
3,00,000  3 Lacs+

Advance To Shri Kotibhaskar
1,52,69,000  1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 4,86,77,993
4 Crore+"
vi,"Motor Vehicles (details of make, etc.)","MH10CN0019 Toyota Fortuner
29,83,380  29 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 29,83,380
29 Lacs+"
vii,Jewellery (give details weight value),"Gold 3096.955 Grams
1,05,91,586  1 Crore+

Silver 40117 Grams
16,88,568  16 Lacs+

Gold Deposit With PN Gadgil
35,52,550  35 Lacs+

Silver Deposit With PN Gadgil
2,59,000  2 Lacs+

Jewellers
11,88,045  11 Lacs+","Gold 271.970Grams
9,30,137  9 Lacs+

Silver 1kG
42,000  42 Thou+

Diamonds
1,00,000  1 Lacs+","Gold In House 563.300 Grams
19,26,486  19 Lacs+

Silver 10953 Grams
4,60,026  4 Lacs+

Gold Deposit With PN Gadgil 1835 Grams
57,43,550  57 Lacs+

Jewellers
14,61,672  14 Lacs+",Nil,Nil,Nil,"Rs 2,79,43,620
2 Crore+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"41,86,27,750  41 Crore+","30,17,500  30 Lacs+","2,48,49,245  2 Crore+",Nil,Nil,Nil,"Rs 44,64,94,495
44 Crore+",
