0,1,2,3,4,5,6,7,8
i,Cash,"12,500  12 Thou+","32,300  32 Thou+",Nil,"2,200  2 Thou+",Nil,Nil,"Rs 47,000
47 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","State Bank Of India
1,73,697  1 Lacs+

Abhudaya Co Op Bank
58,852  58 Thou+

Bharat Co Op Bank
30,676  30 Thou+

Central Bank Of India
32,059  32 Thou+","Central Bank Of India
60,261  60 Thou+

Bharat Co Op Bank Ltd
6,054  6 Thou+

Bharat Co Op Bank Ltd
29,083  29 Thou+",Nil,"Bharat Co Op Bank Ltd
5,456  5 Thou+",Nil,Nil,"Rs 3,96,138
3 Lacs+"
iii,"Bonds, Debentures and Shares in companies","100 Shares In Co Op
1,310  1 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 1,310
1 Thou+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","Jeevan Saral 882252124
16,156  16 Thou+

Jeevan Saral 882252125
16,156  16 Thou+

Jeevan Saral 882252126
28,314  28 Thou+

New Endoment 884963039
30,043  30 Thou+

New Endoment 884963040
30,043  30 Thou+

New Endoment 884963041
30,043  30 Thou+

New Endoment 884963042
30,043  30 Thou+

New Endoment 884963043
30,043  30 Thou+

Endoment 882070533
1,40,184  1 Lacs+","New Endoment 884963044
29,092  29 Thou+

New Endoment 884963045
29,092  29 Thou+

New Endoment 884963046
14,995  14 Thou+

Jeevan Rakshak 885891496
6,696  6 Thou+

Jeevan Rakshak 885891497
6,696  6 Thou+

Jeevan Saral With Profit 883304338
6,615  6 Thou+

Jeevan Saral 883304339
6,615  6 Thou+

Jeevan Saral 883304340
6,615  6 Thou+

Jeevan Saral 883885270
26,460  26 Thou+

Whole Life Policy 883876645
14,805  14 Thou+

Whole Life Policy 883876646
14,805  14 Thou+

Endoment 884294784
24,309  24 Thou+

Endoment 884294785
24,309  24 Thou+",Nil,"New Endoment 884963060
28,195  28 Thou+

New Endoment 8849630602
28,195  28 Thou+

New Endoment 8849630603
28,195  28 Thou+

New Endoment 8849630604
28,195  28 Thou+

New Endoment 884963065
28,195  28 Thou+

Jeevan Rakshak 885891493
5,545  5 Thou+

Jeevan Rakshak 885891494
5,545  5 Thou+",Nil,Nil,"Rs 7,14,194
7 Lacs+",
v,Personal loans/advance given,"Mr Gitesh Mane
85,000  85 Thou+

Mrs Rajni Kudalkar
17,35,000  17 Lacs+","Mr Harshal Bhate
5,00,000  5 Lacs+

Mr Umesh Morkar
3,00,000  3 Lacs+

Mr Vilas Mhatre
99,000  99 Thou+

Mr Vinod Kamble
50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 27,69,000
27 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","Toyota Innova Crysta MH01CH3456
31,04,805  31 Lacs+","Hyundai Creta MH03CM2889
19,18,332  19 Lacs+",Nil,"Royal Enfiled MH03CZ8050
2,25,000  2 Lacs+",Nil,Nil,"Rs 52,48,137
52 Lacs+"
vii,Jewellery (give details weight value),"93.300 Gram
3,35,880  3 Lacs+","364.900 Gram
13,13,640  13 Lacs+",Nil,Nil,Nil,Nil,"Rs 16,49,520
16 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"59,20,804  59 Lacs+","45,19,774  45 Lacs+",Nil,"3,84,721  3 Lacs+",Nil,Nil,"Rs 1,08,25,299
1 Crore+",
Totals (Calculated as Sum of Values),"Rs 59,20,804
59 Lacs+","Rs 45,19,774
45 Lacs+",Nil,"Rs 3,84,721
3 Lacs+",Nil,Nil,"Rs 1,08,25,299
1 Crore+",
