0,1,2,3,4,5,6,7,8
i,Cash,"2,00,000  2 Lacs+","1,00,000  1 Lacs+",Nil,"50,000  50 Thou+",Nil,Nil,"Rs 3,50,000
3 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Axis Bank, Br.Nagpur A/C No 9130100381xxxxx
44,610  44 Thou+","Punhab National Bank Br.Nagpur, A/C No 14720001003xxxxx
19,022  19 Thou+

Bank of Maharashtra, Br.Nagpur A/C No 680240xxxxx
1,99,105  1 Lacs+

Bank of Baroda, Br.Nagpur, A/C No 5013010110xxxxx
5,831  5 Thou+

Vaibhav Laxmi Mahila Nagri Sahkari Pt SAnstha Maryadit Br.Nagpur A/c No.8
123  1 Hund+

Union Bank of India Br.Nagpur, A/C No 3498020100xxxxx
1,000  1 Thou+",Nil,"SBI Br.Nagpur, A/C No 324721xxxxx
4,341  4 Thou+

Bank of Baroda, Br.Nagpur, A/C No 316601000xxxxx
0","SBI VNIT, Br.Nagpur, A/C No 203770xxxxx
35,686  35 Thou+

Bank of Baroda, Br.Nagpur, A/C No 5082010120xxxxx
10,939  10 Thou+",Nil,"Rs 3,20,657
3 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Share in Navodaya Bank
1,000  1 Thou+

Mahalaxmi Credit Co-Operative Society Shares
10,000  10 Thou+

Vaibhav Laxmi Co-Opp Soc
1,000  1 Thou+

Vijaya Bank Shares
2,703  2 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 14,703
14 Thou+"
iv,"(a)
NSS, Postal Savings etc",Nil,"Vaibhav Laxmi Mahila Nagari Sah Pat Sanstha RD(a/c 11203)
60,000  60 Thou+

Vaibhav Laxmi Mahila Nagari Sah Pat Sanstha RD(a/c11452)
8,000  8 Thou+",Nil,"LIC
1,42,724  1 Lacs+","LIC
99,433  99 Thou+",Nil,"Rs 3,10,157
3 Lacs+"
"(b)
LIC or other insurance Policies","LIC
13,40,738  13 Lacs+","LIC
3,77,842  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 17,18,580
17 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)",Nil,"Ford Endeavour MH-31-FB-3500 DOP-29.12-2017
30,52,076  30 Lacs+",Nil,"Toyota Innova Crysta MH-31-FE-6524 DOP-28-06-2018
21,57,000  21 Lacs+","Maruti Swift MH-31-FE-6524 Date-13-08-2019
11,00,590  11 Lacs+",Nil,"Rs 63,09,666
63 Lacs+"
vii,Jewellery (give details weight value),"Gold 81 gm
2,38,700  2 Lacs+

Silver Utensils and Jewellery 0.2kg
86,000  86 Thou+","Gold 302gm
8,55,400  8 Lacs+

Silver Utensils and Jewellery 4.82kg
1,92,800  1 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,72,900
13 Lacs+"
viii,"Other assets, such as values of claims / interests","Household Equipments
3,50,000  3 Lacs+

Furniture and Fixtures
3,35,000  3 Lacs+

Debit Balance
25,03,500  25 Lacs+","Household Equipments
3,50,000  3 Lacs+

Furniture and Fixtures
3,35,000  3 Lacs+

Capital Investment in Mahalaxmi Girls Hostel
25,70,080  25 Lacs+

Debit Bal
15,70,800  15 Lacs+",Nil,Nil,Nil,Nil,"Rs 80,14,380
80 Lacs+"
Gross Total Value (as per Affidavit),"51,13,251  51 Lacs+","96,98,079  96 Lacs+",Nil,"23,54,065  23 Lacs+","12,46,648  12 Lacs+",Nil,"Rs 1,84,12,043
1 Crore+",
Totals (Calculated as Sum of Values),"Rs 51,13,251
51 Lacs+","Rs 96,97,079
96 Lacs+",Nil,"Rs 23,54,065
23 Lacs+","Rs 12,46,648
12 Lacs+",Nil,"Rs 1,84,11,043
1 Crore+",
