0,1,2,3,4,5,6,7,8
i,Cash,"50,000  50 Thou+","50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 1,00,000
1 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Union Bank Of India,Saving A/c. Branch Kasaba Wabada Kolhapur
26,99,905  26 Lacs+

DY Patil Sah Bank Saving A/C. Branch Kasaba Wabada Kolhapur
3,10,199  3 Lacs+

Union Bank Of India,Saving A/c. Branch Kasaba Wabada Kolhapur
9,03,822  9 Lacs+

United Bank Of India,Saving A/c,Shahupuri Kolhapur
4,13,430  4 Lacs+

HDFC Of India Bank,Saving A/c,Shahupuri,Kolhapur
2,61,770  2 Lacs+

ICICI Bank,Saving A/c,Tarabhai Park,Kolhapur
54,680  54 Thou+

Cosmos Bank,Saving A/c,Shahupuri,Kolhapur
16,313  16 Thou+

karad Janta Sahkari Bank Ltd,Saving A/c,Shivaji Putla,Kolhapur
1,249  1 Thou+

karad Janta Sahkari Bank Ltd,Saving A/c,Shivaji Putla,Kolhapu
1,03,567  1 Lacs+

Kallappatra Awade Echalkaranji Janta Sahkari Bank,Ltd,Gaargoti
37,349  37 Thou+

K.D.C.C. Bank Ltd,Kasaba Wabada Kolhapur
73,077  73 Thou+

Union Bank Of India,Saving A/c. Branch Kasaba Wabada
1,32,277  1 Lacs+

Union Bank Of India,Saving A/c. Branch Kasaba Wabada
2,30,489  2 Lacs+

United Bank Of India,Saving A/c,Shahupuri Kolhapur
51,07,098  51 Lacs+

Vijaya Bank,Camp,Pune
3,29,865  3 Lacs+

Vijaya Bank,Camp,Pune
3,23,731  3 Lacs+

Vijaya Bank,Camp,Pune
2,04,383  2 Lacs+","DY.Patil Sahkari Bank,Saving A/c,Kasaba Wabada,Kolhapur
893  8 Hund+

ICIC Bank,Saving A/c. Jaipur
9,856  9 Thou+",Nil,Nil,Nil,Nil,"Rs 1,12,13,953
1 Crore+"
iii,"Bonds, Debentures and Shares in companies","DY.Patil Hospitality Pvt.Ltd,Kolhapur
1,83,55,050  1 Crore+

DY.Patil Wellness Pvt.Ltd,Kolhapur
50,000  50 Thou+

The Karad Janta Sahkari.Bank Ltd,Karad
2,55,000  2 Lacs+

ICICI Safety Band
68,000  68 Thou+

Setkari Sah.Sangh.Lt,Kolhapur
500  5 Hund+

DY.Patil Sah.Suger Mill,Dist-Kolhapur.
1,25,000  1 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,88,53,550
1 Crore+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC Of India,Kolhapur
55,46,065  55 Lacs+

Star Union Dai Inch Life Insurance Co.Ltd.
6,59,326  6 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 62,05,391
62 Lacs+",
v,Personal loans/advance given,"Hotel Sauaji(DY.Patil Hospital Pvt.Ltd.)
11,64,840  11 Lacs+

DY.Patil Hospital Pvt.Ltd.
42,72,019  42 Lacs+

Gajanan Agro Farmers
13,95,27,999  13 Crore+

Gajanan Agro Farmers Fixed Capital
5,000  5 Thou+

Shree Prithaviraj Sanjay Patil
1,72,60,000  1 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 16,22,29,858
16 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Twowheeler 848 Foreign MH-09 CP5999 (2017)
4,01,320  4 Lacs+

Suzuki MH-09 CT8699 (2013)
55,787  55 Thou+

Porche Four Wheeler MH-09 ER5999 (2017)
2,62,33,257  2 Crore+

Ford Four Wheeler MH-09 EU5999 (2018)
27,00,000  27 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 2,93,90,364
2 Crore+"
vii,Jewellery (give details weight value),"129.203 Gram Gold
4,65,131  4 Lacs+

24.65 Gram Diamond
4,60,635  4 Lacs+","82.29 Gram Gold
2,79,786  2 Lacs+",Nil,Nil,Nil,Nil,"Rs 12,05,552
12 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"22,88,58,140  22 Crore+","3,40,536  3 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,91,98,676
22 Crore+",
Totals (Calculated as Sum of Values),"Rs 22,88,58,133
22 Crore+","Rs 3,40,535
3 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,91,98,668
22 Crore+",
