0,1,2,3,4,5,6,7,8
i,Cash,"2,50,000  2 Lacs+","2,00,000  2 Lacs+",Nil,"50,000  50 Thou+",Nil,Nil,"Rs 5,00,000
5 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","STATE BANK OF INDAIA DHULE A/C No 339162xxxxx
7,01,256  7 Lacs+

STATE BANK OF INDAIA DHULE A/C No 339162xxxxx
11,92,138  11 Lacs+

STATE BANK OF INDAIA DHULE A/C No 356610xxxxx
4,00,000  4 Lacs+

STATE BANK OF INDAIA DHULE A/C No 356610xxxxx
2,00,000  2 Lacs+

STATE BANK OF INDAIA DHULE A/C No 365012xxxxx
2,00,000  2 Lacs+

STATE BANK OF INDAIA DHULE A/C No 365012xxxxx
2,00,000  2 Lacs+

STATE BANK OF INDAIA DHULE A/C No 365012xxxxx
2,00,000  2 Lacs+

STATE BANK OF INDAIA DHULE A/C No 369725xxxxx
2,00,000  2 Lacs+

STATE BANK OF INDAIA DHULE A/C No 37955055xxxxx
2,00,000  2 Lacs+

VJAYA BANK BANK OF BADOHDHA DHULE FDR AC NO 4444
4,00,000  4 Lacs+

VJAYA BANK BANK OF BADOHDHA DHULE A/C No 5025010110xxxxx
71,002  71 Thou+

S.B.I BANK OF DUHLE A/C No 333237xxxxx
69,198  69 Thou+

S.B I BANK OF PIPELENER A/C No 388032xxxxx
4,02,882  4 Lacs+

D D.C. C BANK KUDISHA SAVING A/C No 0913601000xxxxx
3,515  3 Thou+","STATE BANK OF INDIA DUHALE A/C No 339162xxxxx
4,50,000  4 Lacs+

STATE BANK OF INDIA DUHALE A/C No 356610xxxxx
4,00,000  4 Lacs+

BANK OF MAHARSTRA SURGANADA SAVING A/C No 601416xxxxx
37,775  37 Thou+

VIJYA BANK (BANK OF BADODHA ) DOHULE SAVING A/C No 502510100xxxxx
4,41,795  4 Lacs+

S.B.I BANK OF DOHUALE SAVING A/C No 10866xxxxx
29,515  29 Thou+

Vijaya Bank (Now Bank of Baroda), Dhule, Joint Ac No. 502501011003683
71,002  71 Thou+",Nil,"SATE BANK OF INDIA DUHALE A/C No 338084xxxxx
1,25,000  1 Lacs+

VIJA BANK (BANK OF BADOHDA ) SAVING AC NUM 502501011009865
2,490  2 Thou+

S.B.I BANK OF DUHALE AC NUMBER 30976578625
12,950  12 Thou+",Nil,Nil,"Rs 60,10,518
60 Lacs+"
iii,"Bonds, Debentures and Shares in companies","SHARES VIJAYA BANK (BANK OF BADODHA )
4,000  4 Thou+","SHARES VIJAY BANK OF BADODHA
4,000  4 Thou+",Nil,Nil,Nil,Nil,"Rs 8,000
8 Thou+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","LIC SBI LIFE INSURATION PREMIMUM`
14,64,000  14 Lacs+","LIC SBI LIFE INSURATION PRIMIMUM
21,50,000  21 Lacs+",Nil,"LIC SBI LIFE INSURATION PRIMIMUM
6,10,000  6 Lacs+",Nil,Nil,"Rs 42,24,000
42 Lacs+",
v,Personal loans/advance given,"MANJU SHRI GAS AGENSHI PATENER
63,18,000  63 Lacs+","MANJU SHRI ANGENSHI PATENER
12,52,000  12 Lacs+

DEVAPRSAD VEDH
12,00,000  12 Lacs+",Nil,Nil,Nil,Nil,"Rs 87,70,000
87 Lacs+"
vi,"Motor Vehicles (details of make, etc.)","MH 18 M 7080
17,345  17 Thou+

MH 18 M 7090
17,345  17 Thou+

MH 18 AA 2800
50,809  50 Thou+

MH 18 M 3431
11,083  11 Thou+

MH 18 BH 0452
1,75,321  1 Lacs+

MH 18 M 9155
76,802  76 Thou+

MH 18 BG 0155
3,74,128  3 Lacs+

TATA 407 MH 18 AA 7117
1,61,278  1 Lacs+

TATA ACE MH 18 AA 5111
1,02,709  1 Lacs+

JEEP COMPASS MH 18 BQ 5544
24,50,544  24 Lacs+

TVS SCOTY STERAK MH 18 AB 4455
5,000  5 Thou+

TRACTOR MH 18 BC 7566
6,98,000  6 Lacs+","FORD ECOSPORT MH 18 AJ 6799
6,50,842  6 Lacs+

BOLERO PICKUP MH 18 AA 6133
2,71,342  2 Lacs+

TATA ACE MEGA MH 18 BG 1366
2,95,572  2 Lacs+

MH 18 BG 1404
2,95,572  2 Lacs+

TATA TRUCK MH 19 Z 2578
3,34,156  3 Lacs+

TATA TRUK MH 19 Z0886
2,45,650  2 Lacs+

HERO MOTORCYCLE MH 18 P 5056
7,000  7 Thou+",Nil,"MH 18 AA 0111
34,650  34 Thou+

CHEVROLET BEAT MH 02 BR 4926
87,900  87 Thou+",Nil,Nil,"Rs 63,63,048
63 Lacs+"
vii,Jewellery (give details weight value),"GOLD 75 GRAMS
2,88,000  2 Lacs+

SILVER 750 GRAMS
33,000  33 Thou+","GOLD 35 GRAMS
1,40,000  1 Lacs+

SILVER 250 GRAMS
11,000  11 Thou+",Nil,"GOLD 10 GRAMS
40,000  40 Thou+

SILVER 200 GRAMS
10,000  10 Thou+",Nil,Nil,"Rs 5,22,000
5 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,69,37,355  1 Crore+","84,87,221  84 Lacs+",Nil,"9,72,990  9 Lacs+",Nil,Nil,"Rs 2,63,97,566
2 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,69,37,355
1 Crore+","Rs 84,87,221
84 Lacs+",Nil,"Rs 9,72,990
9 Lacs+",Nil,Nil,"Rs 2,63,97,566
2 Crore+",
