0,1,2,3,4,5,6,7,8
i,Cash,"24,000  24 Thou+","16,000  16 Thou+",Nil,"5,000  5 Thou+","3,500  3 Thou+",Nil,"Rs 48,500
48 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Udrav Co Op Bank 6060,2929,2981,3595
1,77,381  1 Lacs+

Udrav Co Op Bank Saving 1
23,798  23 Thou+

Udrav Co Op Bank 110,910,911,912
2,18,426  2 Lacs+

KDCC Bank Jaysingpur Saving 021011002002912
26,444  26 Thou+

ICICI Bank Jaysingpur 636401500016
2,43,287  2 Lacs+

Federal Bank Kurundvad 14790100239367
2,751  2 Thou+

Sharad Vikas Society Udrav
58,440  58 Thou+","Udrav Co Op Bank 3862,3863,4955,5341,5342,4194
4,23,167  4 Lacs+

Udrav Co Op Bank Savign 210,183
1,77,884  1 Lacs+

Udrav Co Op Bank 2696
1,16,880  1 Lacs+

KDCC Bank Jaysingpur 021011002004320
12,383  12 Thou+

Bharat Petroleum Corporation Ltd Deposit
2,00,000  2 Lacs+

Sharad Vikas Socety Udrav
1,25,130  1 Lacs+",Nil,"Udrav Co Op Bank Saving 49
2,056  2 Thou+

Udrav Co Op Bank 7
98,221  98 Thou+

KDCC Bank Jaysingpur 02101100200
2,928  2 Thou+

Sharad Vikas Society
4,700  4 Thou+","Udrav Co Op Bank Saving 1254
992  9 Hund+

Udrav Co Op Bank 4&913
1,57,911  1 Lacs+","KDCC Bank Jaysingpur 0210110002002353
29,083  29 Thou+

Sharad Society
1,16,770  1 Lacs+","Rs 22,18,632
22 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Sharad Society Narande
1,60,000  1 Lacs+

KGSVS Sut Girni
2,250  2 Thou+

Parvati Sut Grini Kurundvad
8,000  8 Thou+

Jawahar Hupri
5,000  5 Thou+

Parvati Co Op Ind. Estate Udrav
1,000  1 Thou+

Udrav Co Op Bank
5,000  5 Thou+

Parvati Co Op Hsg Society Ltd
350  3 Hund+

Priyadarshani Co Op Hsg Society
250  2 Hund+

Padmavati Co Op Yantramag Sanstha
500  5 Hund+

Choudeshwari Sah Bank Ltd
15,000  15 Thou+

Shamrao Vitthal CO Op Bank
2,000  2 Thou+

Sharad Society Udrav
20,000  20 Thou+","Sharad Society Ltd
1,60,000  1 Lacs+

KGSVS Sut Girni
1,000  1 Thou+

Parvati Sah Sut Girni
8,000  8 Thou+

Udrav Co Op Bank Udrav
7,500  7 Thou+

Choudeshwari Sah Bank
8,750  8 Thou+

Sharad Society Udrav
20,000  20 Thou+",Nil,"Sharad Society Narande
42,000  42 Thou+

KGSV Sut Girni
18,250  18 Thou+

Sharad Society Udrav
20,000  20 Thou+

Varna Dairy Sangh
5,000  5 Thou+","Sharad Society Narande
45,000  45 Thou+

KGS Sah Sut Girni
250  2 Hund+

Varna Dairy Sangh
5,000  5 Thou+","Parvati Co Op Ind. Estat
1,000  1 Thou+

Parvati Sut Girni
8,000  8 Thou+

KGSV Sah Sut Girni
2,000  2 Thou+

Sharad Society
20,000  20 Thou+

Sharad SSK Ltd Narande
75,000  75 Thou+

Udrav Bank
7,500  7 Thou+","Rs 6,73,600
6 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","Tata AYA Insurance Co Ltd
98,160  98 Thou+

Family Medi Care United India
20,987  20 Thou+","LIC 28/12/2013
28,000  28 Thou+",Nil,Nil,Nil,Nil,"Rs 1,47,147
1 Lacs+",
v,Personal loans/advance given,"Shamrao Patil
12,00,000  12 Lacs+

SB And Sons
78,82,033  78 Lacs+

Agriculture
27,38,871  27 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 1,18,20,904
1 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Tata LPT1612 Truck MH10A6332
8,10,000  8 Lacs+

Street Twin Mh09EA9889
6,93,380  6 Lacs+

Mahindra TUV Car
8,50,000  8 Lacs+

Innova Crista Car MH09EL9889
21,13,000  21 Lacs+","Sunny Nisan MH09DA9889
9,49,037  9 Lacs+

Plazer MH09ED5860
55,000  55 Thou+",Nil,"Activa MH09CQ9889
53,998  53 Thou+",Nil,Nil,"Rs 55,24,415
55 Lacs+"
vii,Jewellery (give details weight value),"22 Tola Gold
7,70,000  7 Lacs+","20 Tola Gold 35000/gm
7,00,000  7 Lacs+",Nil,Nil,Nil,"20 Tola Gold
7,00,000  7 Lacs+","Rs 21,70,000
21 Lacs+"
viii,"Other assets, such as values of claims / interests","Interest
37,027  37 Thou+","Interest
1,08,508  1 Lacs+",Nil,"Interest
48,221  48 Thou+","Interest
78,296  78 Thou+",Nil,"Rs 2,72,052
2 Lacs+"
Gross Total Value (as per Affidavit),"1,54,68,466  1 Crore+","31,17,240  31 Lacs+",Nil,"3,00,374  3 Lacs+","2,90,949  2 Lacs+","9,59,353  9 Lacs+","Rs 2,01,36,382
2 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,82,07,335
1 Crore+","Rs 31,17,239
31 Lacs+",Nil,"Rs 3,00,374
3 Lacs+","Rs 2,90,949
2 Lacs+","Rs 9,59,353
9 Lacs+","Rs 2,28,75,250
2 Crore+",
